NAME_BOT,NAME_DE,FAMILY,NB_MIN_HEIGHT_CM,NB_MAX_HEIGHT_CM,NB_CONVIVIALITY,CAT_CONVIVIALITY,NB_MIN_PLANTS_IN_GROUP,NB_MAX_PLANTS_IN_GROUP,PLANTING_DISTANCE_CM,PLANTS_PER_M2,CAT_MIN_NEED_LIGHT,CAT_MAX_NEED_LIGHT,NB_MIN_NEED_LIGHT,NB_MAX_NEED_LIGHT,CAT_MIN_TIME_BLOSSOM,NB_MIN_TIME_BLOSSOM,CAT_MAX_TIME_BLOSSOM,NB_MAX_TIME_BLOSSOM,CAT_WINTERHARDY,NB_WINTERHARDY,NB_TOXIC,CAT_TOXIC,IS_FRAGRANT,IS_SUITABLE_CUT,IS_STERILE,IS_WINTERGREEN,IS_NATIVE,IS_FOR_INSECTS,IS_FOR_BEES,IS_FOR_BUMBLEBEES,IS_FOR_BUTTERFLIES,PRIMARY_COLOR_EN,PRIMARY_COLOR_DE,COLOR_LIST,AVG_HEIGHT_CM,AVG_NEED_LIGHT
Lavandula angustifolia 'Miss Katherine',Garten-Lavendel,Lamiaceae,60,70,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,lila,rosa,65,4
Leucanthemum vulgare 'Maikönigin',Wiesen-Margerite,Asteraceae,70,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,white,weiß,weiß,70,4
Lythrum salicaria 'Blush',Blut-Weiderich,Lythraceae,70,70,2,small group,3,10,50,4,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,70,3
Mentha longifolia 'Buddleia',Silber-Minze,Lamiaceae,50,70,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,violett,60,4
Peucedanum ostruthium,Meisterwurz,Apiaceae,40,70,1,alone - very small group,1,3,40,6,mostly sunny,very sunny,3,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,55,4
Phlox paniculata 'Minnehaha',Sommer-Phlox,Polemoniaceae,70,70,1,alone - very small group,1,3,60,2,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|violett,70,3
Salvia verticillata 'Alba',Quirlblütiger Salbei,Lamiaceae,30,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,50,4
Sanguisorba minor,"Pimpinelle, Kleiner Wiesenknopf",Rosaceae,30,70,2,small group,3,10,30,11,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,red,rot,rot,50,3
Scabiosa caucasica 'Perfecta Alba',Skabiose,Dipsacaceae,70,70,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß, weiß,70,4
Scabiosa caucasica 'Perfecta',Skabiose,Dipsacaceae,70,70,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,70,4
Scabiosa columbaria,Tauben-Skabiose,Scrophulariaceae,20,70,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,blue,blau,violett|blau,45,4
Sedum Telephium-Hybride 'Herbstfreude',Hohe Fetthenne,Crassulaceae,50,70,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,September,9,October,10,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|rot,60,4
Sedum Telephium-Hybride 'Matrona',Hohe Fetthenne,Crassulaceae,60,70,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,65,4
Veronica longifolia 'Dark Maetje',Wiesen-Ehrenpreis,Scrophulariaceae,50,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,violett|blau,60,4
Achillea Filipendulina-Hybride 'Hella Glashoff',Schafgarbe,Asteraceae,60,60,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,gelb,60,4
Achillea millefolium,Wiesen-Schafgarbe,Asteraceae,30,60,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,weiß,45,4
Agastache Rugosa-Hybride 'Little Adder' ,Kleine Blaunessel,Lamiaceae,40,60,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,blau|violett,50,4
Allium vineale 'Hair',Weinbergs-Lauch,Alliaceae,50,60,2,small group,3,10,20,25,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,rot|violett,55,4
Anthemis tinctoria,Färberkamille,Asteraceae,30,60,2,small group,3,10,50,4,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,yellow,gelb,gelb,45,4
Anthemis tinctoria 'Sauce Hollandaise',Helle Färberkamille,Asteraceae,50,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,yellow,gelb, weiß,55,4
Anthericum ramosum,Ästige Graslilie,Anthericaceae,50,60,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,55,4
Aquilegia vulgaris,Gewöhnliche Akelei,Ranunculaceae,50,60,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,violett|blau,55,3
Aquilegia vulgaris 'Grandmothers Garden',Garten-Akelei,Ranunculaceae,50,60,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,rosa|violett|rot|weiß|blau,55,3
Aquilegia vulgaris 'Wildform',Gewöhnliche Akelei,Ranunculaceae,50,60,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett|blau,55,3
Aquilegia vulgaris 'William Guiness',Purpur-Akelei,Ranunculaceae,60,60,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett|weiß,60,3
Aristolochia clematitis,"Osterluzei, Pfeifenblume",Aristolochiaceae,30,60,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,May,5,July,7,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,gelb,45,4
Aster amellus 'Veilchenkönigin',"Berg-Aster, Sommer-Aster",Asteraceae,50,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett,55,4
Aster linosyris,Goldhaar-Aster,Asteraceae,50,60,2,small group,3,10,30,11,very sunny,very sunny,4,4,August,8,October,10,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,55,4
Astrantia carniolica,Kärtner Sterndolde,Apiaceae,40,60,2,small group,3,10,30,11,mostly shady,mostly sunny,2,3,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,50,2
Astrantia major 'Elmblut',Rote Sterndolde,Apiaceae,40,60,2,small group,3,10,40,6,mostly shady,mostly sunny,2,3,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rot,50,2
Astrantia major 'Florence' ,Rosa Sterndolde,Apiaceae,40,60,2,small group,3,10,45,4,mostly shady,very sunny,2,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß|rosa,50,3
Campanula glomerata 'Dahurica',Knäuel-Glockenblume,Campanulaceae,50,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,violett,55,4
Lamium orvala,"Nesselkönig, Großblütige Taubnessel",Lamiaceae,40,60,2,small group,3,10,45,4,very shady,mostly shady,1,2,May,5,June,6,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rot,50,2
Centaurea jacea,Wiesen-Flockenblume,Asteraceae,30,60,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rot,45,4
Centranthus ruber 'Albus',Weiße Spornblume,Valerianaceae,60,60,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,60,4
Centranthus ruber var. coccineus,Rote Spornblume,Valerianaceae,60,60,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,red,rot,rot,60,4
Polygonatum multiflorum,Vielblütiges Salomonssiegel,Convallariaceae,50,60,2,small group,3,10,30,11,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,55,2
Echinops ritro ssp. ruthenicus 'Platinum Blue',Kleine Kugeldistel,Asteraceae,50,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,55,4
Gentiana asclepiadea,Schwalbenwurz-Enzian,Gentianaceae,40,60,1,alone - very small group,1,3,40,6,mostly shady,mostly sunny,2,3,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,50,2
Geranium palustre,Sumpf-Storchschnabel,Geraniaceae,30,60,2,small group,3,10,35,8,mostly shady,very sunny,2,4,June,6,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,pink,rosa,violett|rot,45,3
Geranium phaeum 'Samobor',Brauner Storchschnabel,Geraniaceae,40,60,3,bigger groups,10,20,40,6,mostly shady,mostly sunny,2,3,May,5,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,rot|braun,50,2
Geranium pratense,Wiesen-Storchschnabel,Geraniaceae,60,60,2,small group,3,10,45,4,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett|blau,60,4
Geranium sylvaticum 'Album',Wald-Storchschnabel,Geraniaceae,50,60,2,small group,3,10,40,6,mostly shady,mostly sunny,2,3,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß, weiß,55,2
Geranium sylvaticum 'Mayflower',Wald-Storchschnabel,Geraniaceae,50,60,2,small group,3,10,40,6,mostly shady,mostly sunny,2,3,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,blau|violett|weiß,55,2
Hemerocallis minor,Kleine Taglilie,Hemerocallidaceae,40,60,2,small group,3,10,35,8,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,50,3
Hyssopus officinalis,Blauer Ysop,Lamiaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,blue,blau,blau,50,4
Hyssopus officinalis 'Albus',Weißer Ysop,Lamiaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,50,4
Hyssopus officinalis 'Roseus',Rosa Ysop,Lamiaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,pink,rosa,rosa,50,4
Juncus glaucus,Blau-Binse,Juncaceae,60,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Braun,braun,braun,60,4
Lavandula angustifolia 'Jamlitz',Garten-Lavendel,Lamiaceae,50,60,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,55,4
Lavandula angustifolia 'Munstead',Garten-Lavendel,Lamiaceae,40,60,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,50,4
Leucanthemum vulgare,Wiesen-Margerite,Asteraceae,60,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,60,4
Lychnis flos-cuculi,Kuckucks-Lichtnelke,Caryophyllaceae,40,60,3,bigger groups,10,20,30,11,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pink,rosa,rosa|rot,50,4
Lythrum virgatum 'Rose Queen',Ruten-Weiderich,Lythraceae,60,60,2,small group,3,10,40,6,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|rot,60,3
Malva moschata,Moschus-Malve,Malvaceae,50,60,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,pink,rosa,rosa,55,4
Malva moschata 'Alba',Moschus-Malve,Malvaceae,50,60,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß, weiß,55,4
Marrubium vulgare,"Andorn, Mäuseohr",Lamiaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,white,weiß,weiß,50,4
Melica ciliata,Wimper-Perlgras,Poaceae,30,60,2,small group,3,10,30,11,mostly sunny,very sunny,3,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,gelb,45,4
Mentha aquatica,"Wasser-Minze, Bach-Minze",Lamiaceae,50,60,2,small group,3,10,40,6,mostly shady,very sunny,2,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,blue,blau,violett,55,3
Mentha suaveolens,Apfel-Minze,Lamiaceae,25,60,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,rosa|weiß,42.5,4
Nepeta cataria ssp. citriodora,Weiße Melisse,Lamiaceae,50,60,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß,55,4
Ononis spinosa,Dornige Hauhechel,Fabaceae,20,60,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,pink,rosa,rosa|rot,40,4
Origanum Laevigatum-Hybride 'Herrenhausen',"Blumen-Dost, Heidegünsel",Lamiaceae,40,60,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|violett,50,4
Ruta graveolens 'Jackman's Blue',Weinraute,Rutaceae,40,60,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,gelb,50,4
Salvia nemorosa,Steppen-Salbei,Lamiaceae,40,60,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,blue,blau,violett|blau,50,4
Salvia nemorosa 'Caradonna',Steppen-Salbei,Lamiaceae,50,60,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett,55,4
Salvia officinalis,Gewürz-Salbei,Lamiaceae,40,60,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett|blau,50,4
Salvia pratensis,Wiesen-Salbei,Lamiaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,violett|blau,50,4
Salvia verticillata,Quirlblütiger Salbei,Lamiaceae,30,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett|blau,45,4
Salvia verticillata 'Purple Rain',Quirlblütiger Salbei,Lamiaceae,30,60,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,July,7,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,blue,blau,violett,45,4
Seseli montanum,Echter Bergfenchel,Apiaceae,20,60,1,alone - very small group,1,3,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,40,4
Silene dioica,"Rote Lichtnelke, Waldnelke",Caryophyllaceae,50,60,2,small group,3,10,20,30,mostly shady,very sunny,2,4,April,4,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa|rot,55,3
Stachys byzantina,Woll-Ziest,Lamiaceae,40,60,5,large surfaces,50,100,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,violett|rosa,50,4
Stachys officinalis,"Echter Ziest, Heilziest",Lamiaceae,40,60,2,small group,3,10,35,8,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,rosa,50,3
Stachys recta,Aufrechter Ziest,Lamiaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,October,10,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,50,4
Teucrium hircanicum,Kaukasus-Gamander,Lamiaceae,40,60,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,October,10,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,pink,rosa,rot,50,4
Thermopsis lanceolata,Goldlupine,Fabaceae,60,60,1,alone - very small group,1,3,45,4,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,60,4
Veronica longifolia 'Lila Karina',Wiesen-Ehrenpreis,Scrophulariaceae,40,60,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett,50,4
Agrimonia eupatoria,Kleiner Odermennig,Rosaceae,40,50,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,yellow,gelb,gelb,45,4
Alchemilla xanthochlora,Gewöhnlicher Frauenmantel,Rosaceae,30,50,3,bigger groups,10,20,40,6,mostly sunny,very sunny,3,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb|grün,40,4
Allium Hybride 'Summer Beauty',Hochsommer-Lauch,Alliaceae,30,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,rosa|violett,40,4
Allium schoenoprasum 'Wallington White',Elfenbeinweißer Schnittlauch,Alliaceae,40,50,2,small group,3,10,40,6,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,45,4
Anthericum liliago,Astlose Graslilie,Anthericaceae,40,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,weiß,45,4
Anthyllis vulneraria,Gemeiner Wundklee,Fabaceae,20,50,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,35,4
Aquilegia alpina 'Kulturform',Alpen-Akelei,Ranunculaceae,30,50,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,40,4
Aquilegia atrata,Dunkle Akelei,Ranunculaceae,50,50,2,small group,3,10,30,11,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,black,schwarz,violett,50,3
Brunnera macrophylla,Kaukasusvergissmeinnicht,Boraginaceae,30,50,2,small group,3,10,40,6,mostly shady,very sunny,2,4,April,4,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,40,3
Buphthalmum salicifolium,Ochsenauge,Asteraceae,50,50,2,small group,3,10,35,8,mostly shady,very sunny,2,4,June,6,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,50,3
Calamintha nepeta ,Echte Bergminze,Lamiaceae,30,50,2,small group,3,10,35,8,mostly shady,very sunny,2,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,40,3
